eGRID2012 file generator sequence number,Plant state abbreviation,Plant name,DOE/EIA ORIS plant or facility code,Generator ID,Number of associated boilers,Generator status,Generator prime mover type,Generator primary fuel,Generator nameplate capacity (MW),Generator capacity factor,Generator annual net generation (MWh),Generator ozone season net generation (MWh),Generation data source,Generator year on-line,Notes
4211,CO,DOE Golden NWTC Load Side,57692,SEPV,0,OP,PV,SUN,1,0.203310502,1781,0,F923NONK,2009,
4212,CO,DOE Golden NWTC Turbine Side,57693,ALSTO,0,OP,WT,WND,3,0,0,0,,2011,
4213,CO,DOE Golden NWTC Turbine Side,57693,GAMES,0,OP,WT,WND,2,0,0,0,,2011,
4214,CO,DOE Golden NWTC Turbine Side,57693,GEDOE,0,OP,WT,WND,1.5,0,0,0,,2010,
4215,CO,DOE Golden NWTC Turbine Side,57693,SIEM,0,OP,WT,WND,2.3,0,0,0,,2010,
4216,CO,Estes,513,1,0,OP,HY,WAT,15,0,0,0,,1950,
4217,CO,Estes,513,2,0,OP,HY,WAT,15,0,0,0,,1950,
4218,CO,Estes,513,3,0,OP,HY,WAT,15,0,0,0,,1950,
4219,CO,Flatiron,518,1,0,OP,HY,WAT,45,0,0,0,,1954,
4220,CO,Flatiron,518,2,0,OP,HY,WAT,45,0,0,0,,1954,
4221,CO,Flatiron,518,3,0,OP,PS,WAT,8.5,0.022374429,1666,0,F923NONK,1954,
4222,CO,Foothills Hydro Plant,10070,GEN1,0,OP,HY,WAT,3.1,0,0,0,F923NONK,1985,
4223,CO,Fort Lupton,8067,1,0,OP,GT,NG,39.2,0,0,0,,1972,
4224,CO,Fort Lupton,8067,2,0,OP,GT,NG,39.2,0,0,0,,1972,
4225,CO,Fort St Vrain,6112,1,3,OP,CA,NG,342.6,0.408612157,1226317,0,F923ST,1998,
4226,CO,Fort St Vrain,6112,2,0,OP,CT,NG,175.1,0,0,0,,1996,
4227,CO,Fort St Vrain,6112,3,0,OP,CT,NG,175.1,0,0,0,,1999,
4228,CO,Fort St Vrain,6112,4,0,OP,CT,NG,175.1,0,0,0,,2001,
4229,CO,Fort St Vrain,6112,5,0,OP,GT,NG,140.3,0,0,0,,2009,
4230,CO,Fort St Vrain,6112,6,0,OP,GT,NG,140.3,0,0,0,,2009,
4231,CO,Fountain Valley Power Facility,55453,S1,0,OP,GT,NG,38,0,0,0,,2001,
4232,CO,Fountain Valley Power Facility,55453,S2,0,OP,GT,NG,38,0,0,0,,2001,
4233,CO,Fountain Valley Power Facility,55453,S3,0,OP,GT,NG,38,0,0,0,,2001,
4234,CO,Fountain Valley Power Facility,55453,S4,0,OP,GT,NG,38,0,0,0,,2001,
4235,CO,Fountain Valley Power Facility,55453,S5,0,OP,GT,NG,38,0,0,0,,2001,
4236,CO,Fountain Valley Power Facility,55453,S6,0,OP,GT,NG,38,0,0,0,,2001,
4237,CO,Frank Knutson,55505,BR1,0,OP,GT,NG,77.1,0,0,0,,2002,
4238,CO,Frank Knutson,55505,BR2,0,OP,GT,NG,77.1,0,0,0,,2002,
4239,CO,Front Range Power Plant,55283,1,0,OP,CT,NG,154,0,0,0,,2003,
4240,CO,Front Range Power Plant,55283,2,0,OP,CT,NG,154,0,0,0,,2003,
4241,CO,Front Range Power Plant,55283,3,2,OP,CA,NG,233,0.220382347,449818,0,F923ST,2003,
4242,CO,Fruita,471,1,0,OP,GT,NG,26.6,0.00179816,419,0,F923NONK,1973,
4243,CO,George Birdsall,493,1,1,OP,ST,NG,17.3,0.02347771,3558,0,F923ST,1953,
4244,CO,George Birdsall,493,2,1,OP,ST,NG,18.8,0.021701642,3574,0,F923ST,1954,
4245,CO,George Birdsall,493,3,1,OP,ST,NG,23.5,0.018726319,3855,0,F923ST,1957,
4246,CO,Georgetown,472,1,0,OP,HY,WAT,0.6,0,0,0,,1906,
4247,CO,Georgetown,472,2,0,OP,HY,WAT,0.6,0,0,0,,1908,
4248,CO,Grand Valley Project Power Plant,473,1,0,OP,HY,WAT,1.5,0,0,0,,1932,
4249,CO,Grand Valley Project Power Plant,473,2,0,OP,HY,WAT,1.5,0,0,0,,1932,
4250,CO,Greater Sandhill I,57377,GS-P1,0,OP,PV,SUN,10,0,0,0,,2010,
4251,CO,Greater Sandhill I,57377,GS-P2,0,OP,PV,SUN,9,0,0,0,,2010,
4252,CO,Green Mountain,516,1,0,OP,HY,WAT,13,0,0,0,,1943,
4253,CO,Green Mountain,516,2,0,OP,HY,WAT,13,0,0,0,,1943,
4254,CO,Gross Hydro Plant,10424,GEN1,0,OP,HY,WAT,7.8,0,0,0,F923NONK,2007,
4255,CO,Hayden,525,1,1,OP,ST,BIT,163.2,0.586397059,838332,0,F923ST,1965,
4256,CO,Hayden,525,2,1,OP,ST,BIT,275.4,0.679292138,1638795,0,F923ST,1976,
4257,CO,Hillcrest Pump Station,54142,GEN1,0,OP,HY,WAT,2,0,0,0,F923NONK,1993,
4258,CO,Holly,502,1,0,RE,IC,NG,0.2,0,0,0,,1950,
4259,CO,Holly,502,2,0,RE,IC,NG,0.2,0,0,0,,1950,
4260,CO,Holly,502,5,0,SB,IC,DFO,0.4,0,0,0,,2000,
4261,CO,Holly,502,ARPA,0,RE,IC,DFO,2.2,0,0,0,,2002,
4262,CO,Holly,502,CAT,0,SB,IC,DFO,1.8,0,0,0,,2007,
4263,CO,Holly,502,EMD,0,SB,IC,DFO,0.7,0,0,0,,1993,
4264,CO,JM Shafer Generating Station,50707,LMA,0,OP,CT,NG,58.5,0,0,0,,1994,
4265,CO,JM Shafer Generating Station,50707,LMB,0,OP,CT,NG,58.5,0,0,0,,1994,
4266,CO,JM Shafer Generating Station,50707,LMC,0,OP,CT,NG,58.5,0,0,0,,1994,
4267,CO,JM Shafer Generating Station,50707,LMD,0,OP,CT,NG,58.5,0,0,0,,1994,
4268,CO,JM Shafer Generating Station,50707,LME,0,OP,CT,NG,58.5,0,0,0,,1994,
4269,CO,JM Shafer Generating Station,50707,STA,5,OP,CA,NG,47,0.118634023,48844,0,F923ST,1994,
4270,CO,JM Shafer Generating Station,50707,STB,5,OP,CA,NG,47,0.165850578,68284,0,F923ST,1994,
4271,CO,Julesburg,504,1,0,SB,IC,DFO,0.9,0,0,0,,1951,
4272,CO,Julesburg,504,2,0,SB,IC,DFO,0.9,0,0,0,,1949,
4273,CO,Julesburg,504,3,0,SB,IC,DFO,0.3,0,0,0,,1945,
4274,CO,Julesburg,504,4,0,SB,IC,DFO,1.3,0,0,0,,1964,
4275,CO,Julesburg,504,5,0,SB,IC,DFO,0.3,0,0,0,,1946,
4276,CO,Kit Carson Windpower,57244,KCW,0,OP,WT,WND,51,0.450378279,201211,0,F923NONK,2010,
4277,CO,La Junta,506,1,0,RE,IC,DFO,0.6,0,0,0,,1939,
4278,CO,La Junta,506,2,0,SB,IC,DFO,0.7,0,0,0,,1939,
4279,CO,La Junta,506,3,0,SB,IC,DFO,0.4,0,0,0,,1939,
4280,CO,La Junta,506,4,0,SB,IC,DFO,1,0,0,0,,1942,
4281,CO,La Junta,506,5,0,RE,IC,DFO,1.2,0,0,0,,1950,
4282,CO,La Junta,506,6,0,SB,IC,DFO,3,0,0,0,,1958,
4283,CO,La Junta,506,7,0,SB,IC,DFO,3.5,0,0,0,,1962,
4284,CO,La Junta,506,8,0,SB,IC,DFO,3.5,0,0,0,,1962,
4285,CO,La Junta,506,9,0,SB,IC,DFO,5.1,0,0,0,,1970,
4286,CO,Lamar Plant,508,2,1,RE,ST,NG,3,0,0,0,,1939,
4287,CO,Lamar Plant,508,3,1,RE,ST,NG,5,0,0,0,,1952,
4288,CO,Lamar Plant,508,4,0,OS,ST,SUB,25,0,0,0,,1972,
4289,CO,Lamar Plant,508,5,0,OS,GT,NG,4.2,0,0,0,F923NONK,2001,
4290,CO,Lamar Plant,508,6,0,OS,ST,SUB,18.5,0,0,0,,2009,
4291,CO,Lamar Plant,508,IC1,0,OS,IC,DFO,1,0,0,0,,1949,
4292,CO,Lamar Plant,508,IC2,0,OS,IC,DFO,1,0,0,0,,1946,
4293,CO,Lamar Plant,508,T1-T3,0,OP,WT,WND,4.5,0,0,0,,2004,
4294,CO,Lamar Plant,508,T4,0,OP,WT,WND,1.5,0,0,0,,2004,
4295,CO,Las Animas,507,1,0,OP,IC,DFO,0.3,0,0,0,,1941,
4296,CO,Las Animas,507,2,0,OP,IC,DFO,0.3,0,0,0,,1941,
4297,CO,Las Animas,507,4,0,OP,IC,DFO,1,0,0,0,,1951,
4298,CO,Las Animas,507,5,0,OP,IC,DFO,1,0,0,0,,1951,
4299,CO,Las Animas,507,6,0,OP,IC,DFO,3,0,0,0,,1967,
4300,CO,Limon Generating Station,55504,L1,0,OP,GT,NG,77.1,0,0,0,,2002,
4301,CO,Limon Generating Station,55504,L2,0,OP,GT,NG,77.1,0,0,0,,2002,
4302,CO,Limon Wind I,58126,1,0,OP,WT,WND,200,0.071801941,125797,0,F923NONK,2012,
4303,CO,Limon Wind II,58127,1,0,OP,WT,WND,200,0.044446347,77870,0,F923NONK,2012,
4304,CO,Logan Wind Energy,56613,1,0,OP,WT,WND,201,0.341206638,600783,0,F923NONK,2007,
4305,CO,Lower Molina,520,1,0,OP,HY,WAT,4.8,0.265672565,11171,0,F923NONK,1962,
4306,CO,Manchief Electric Generating Station,55127,UN1,0,OP,GT,NG,150,0,0,0,,2000,
4307,CO,Manchief Electric Generating Station,55127,UN2,0,OP,GT,NG,150,0,0,0,,2000,
4308,CO,Manitou Springs,494,1,0,OP,HY,WAT,2.5,0,0,0,,1939,
4309,CO,Manitou Springs,494,2,0,OP,HY,WAT,2.5,0,0,0,,1927,
4310,CO,Manitou Springs,494,3,0,OP,HY,WAT,1,0,0,0,,2006,
4311,CO,Martin Drake,492,5,1,OP,ST,SUB,50,0.764328767,334776,0,F923ST,1962,
4312,CO,Martin Drake,492,6,1,OP,ST,SUB,75,0.677634703,445206,0,F923ST,1968,
4313,CO,Martin Drake,492,7,1,OP,ST,SUB,132,0.543755189,628755,0,F923ST,1974,
4314,CO,Marys Lake,517,1,0,OP,HY,WAT,8.1,0.704929816,50019,0,F923NONK,1951,
4315,CO,McPhee,7372,1,0,OP,HY,WAT,1.2,0.459094368,4826,0,F923NONK,1992,
4316,CO,Metro Wastewater Reclamation District,10180,1,0,SB,IC,DG,2,0,0,0,,1985,
4317,CO,Metro Wastewater Reclamation District,10180,2,0,SB,IC,DG,2,0,0,0,,1985,
4318,CO,Metro Wastewater Reclamation District,10180,3,0,SB,IC,DG,2,0,0,0,,1985,
4319,CO,Metro Wastewater Reclamation District,10180,4,0,SB,IC,DG,2,0,0,0,,1985,
4320,CO,Metro Wastewater Reclamation District,10180,5,0,OP,GT,DG,3.5,0,0,0,,2000,
4321,CO,Metro Wastewater Reclamation District,10180,6,0,OP,GT,DG,3.5,0,0,0,,2000,
4322,CO,Morrow Point,514,1,0,OP,HY,WAT,86.6,0,0,0,,1970,
4323,CO,Morrow Point,514,2,0,OP,HY,WAT,86.6,0,0,0,,1971,
4324,CO,Mount Elbert,6208,1,0,OP,PS,WAT,100,0,0,0,,1981,
4325,CO,Mount Elbert,6208,2,0,OP,PS,WAT,100,0,0,0,,1984,
4326,CO,North Fork Hydro Plant,10423,GEN1,0,OP,HY,WAT,5.5,0,0,0,F923NONK,1988,
4327,CO,Northern Colorado Wind LLC,57290,GE,0,OP,WT,WND,22.5,0,0,0,,2009,
4328,CO,Northern Colorado Wind LLC,57290,SIEM,0,OP,WT,WND,151.8,0,0,0,,2009,
4329,CO,Nucla,527,1,1,OP,ST,BIT,11.5,0.592892595,59728,0,F923ST,1959,
4330,CO,Nucla,527,2,1,OP,ST,BIT,11.5,0.582648402,58696,0,F923ST,1959,
4331,CO,Nucla,527,3,1,OP,ST,BIT,11.5,0.580941036,58524,0,F923ST,1959,
4332,CO,Nucla,527,ST4,1,OP,ST,BIT,79.3,0.54171921,376315,0,F923ST,1991,
4333,CO,OREG 4 Peetz,57134,1,0,OP,OT,WH,4.5,0.271410452,10699,0,F923NONK,2009,
4334,CO,Pawnee,6248,1,1,OP,ST,SUB,552.3,0.674692258,3264261,0,F923ST,1981,
4335,CO,Peetz Table Wind Energy,56563,GE,0,OP,WT,WND,199.5,0.371108708,648557,0,F923NONK,2007,
4336,CO,Plains End,55650,GE10,0,OP,IC,NG,5.7,0,0,0,,2002,
4337,CO,Plains End,55650,GE11,0,OP,IC,NG,5.7,0,0,0,,2002,
4338,CO,Plains End,55650,GE12,0,OP,IC,NG,5.7,0,0,0,,2002,
4339,CO,Plains End,55650,GE13,0,OP,IC,NG,5.7,0,0,0,,2002,
4340,CO,Plains End,55650,GE14,0,OP,IC,NG,5.7,0,0,0,,2002,
4341,CO,Plains End,55650,GE15,0,OP,IC,NG,5.7,0,0,0,,2002,
4342,CO,Plains End,55650,GE16,0,OP,IC,NG,5.7,0,0,0,,2002,
4343,CO,Plains End,55650,GE17,0,OP,IC,NG,5.7,0,0,0,,2002,
4344,CO,Plains End,55650,GE18,0,OP,IC,NG,5.7,0,0,0,,2002,
4345,CO,Plains End,55650,GE19,0,OP,IC,NG,5.7,0,0,0,,2002,
4346,CO,Plains End,55650,GE20,0,OP,IC,NG,5.7,0,0,0,,2002,
4347,CO,Plains End,55650,GEN1,0,OP,IC,NG,5.7,0,0,0,,2002,
4348,CO,Plains End,55650,GEN2,0,OP,IC,NG,5.7,0,0,0,,2002,
4349,CO,Plains End,55650,GEN3,0,OP,IC,NG,5.7,0,0,0,,2002,
4350,CO,Plains End,55650,GEN4,0,OP,IC,NG,5.7,0,0,0,,2002,
4351,CO,Plains End,55650,GEN5,0,OP,IC,NG,5.7,0,0,0,,2002,
4352,CO,Plains End,55650,GEN6,0,OP,IC,NG,5.7,0,0,0,,2002,
4353,CO,Plains End,55650,GEN7,0,OP,IC,NG,5.7,0,0,0,,2002,
4354,CO,Plains End,55650,GEN8,0,OP,IC,NG,5.7,0,0,0,,2002,
4355,CO,Plains End,55650,GEN9,0,OP,IC,NG,5.7,0,0,0,,2002,
4356,CO,Plains End II LLC,56516,2G01,0,OP,IC,NG,8.4,0,0,0,,2008,
4357,CO,Plains End II LLC,56516,2G02,0,OP,IC,NG,8.4,0,0,0,,2008,
4358,CO,Plains End II LLC,56516,2G03,0,OP,IC,NG,8.4,0,0,0,,2008,
4359,CO,Plains End II LLC,56516,2G04,0,OP,IC,NG,8.4,0,0,0,,2008,
4360,CO,Plains End II LLC,56516,2G05,0,OP,IC,NG,8.4,0,0,0,,2008,
4361,CO,Plains End II LLC,56516,2G06,0,OP,IC,NG,8.4,0,0,0,,2008,
4362,CO,Plains End II LLC,56516,2G07,0,OP,IC,NG,8.4,0,0,0,,2008,
4363,CO,Plains End II LLC,56516,2G08,0,OP,IC,NG,8.4,0,0,0,,2008,
4364,CO,Plains End II LLC,56516,2G09,0,OP,IC,NG,8.4,0,0,0,,2008,
4365,CO,Plains End II LLC,56516,2G10,0,OP,IC,NG,8.4,0,0,0,,2008,
4366,CO,Plains End II LLC,56516,2G11,0,OP,IC,NG,8.4,0,0,0,,2008,
4367,CO,Plains End II LLC,56516,2G12,0,OP,IC,NG,8.4,0,0,0,,2008,
4368,CO,Plains End II LLC,56516,2G13,0,OP,IC,NG,8.4,0,0,0,,2008,
4369,CO,Plains End II LLC,56516,2G14,0,OP,IC,NG,8.4,0,0,0,,2008,
4370,CO,Pole Hill,519,1,0,OP,HY,WAT,38.2,0.590574123,197625,0,F923NONK,1954,
4371,CO,Ponnequin,7937,30,0,OP,WT,WND,9.9,0,0,0,,2001,
4372,CO,Ponnequin,7937,8,0,OP,WT,WND,15.4,0,0,0,,1999,
4373,CO,Ponnequin Phase 1,55203,EXIS,0,OP,WT,WND,5.2,0.108864594,4959,0,F923NONK,1998,
4374,CO,Pueblo,460,5,1,SB,ST,NG,7.5,-0.015235921,-1001,0,F923ST,2001,
4375,CO,Pueblo,460,6,0,SB,ST,NG,15,0,0,0,,1949,
4376,CO,Pueblo,460,IC1,0,OP,IC,DFO,2,0,0,0,,1964,
4377,CO,Pueblo,460,IC2,0,OP,IC,DFO,2,0,0,0,,1964,
4378,CO,Pueblo,460,IC3,0,OP,IC,DFO,2,0,0,0,,1964,
4379,CO,Pueblo,460,IC4,0,OP,IC,DFO,2,0,0,0,,1964,
4380,CO,Pueblo,460,IC5,0,OP,IC,DFO,2,0,0,0,,1964,
4381,CO,Pueblo Airport Generating Station,56998,4,1,OP,CT,NG,40,0,0,0,,2012,
4382,CO,Pueblo Airport Generating Station,56998,43,2,OP,CA,NG,20,0.489126712,85695,0,F923ST,2012,
4383,CO,Pueblo Airport Generating Station,56998,5,1,OP,CT,NG,40,0,0,0,,2012,
4384,CO,Pueblo Airport Generating Station,56998,53,2,OP,CA,NG,20,0.387203196,67838,0,F923ST,2012,
4385,CO,Pueblo Airport Generating Station,56998,6,1,OP,CT,NG,40,0,0,0,,2012,
4386,CO,Pueblo Airport Generating Station,56998,7,1,OP,CT,NG,40,0,0,0,,2012,
4387,CO,Pueblo Airport Generating Station,56998,GT1,0,OP,GT,NG,100,0,0,0,,2012,
4388,CO,Pueblo Airport Generating Station,56998,GT2,0,OP,GT,NG,100,0,0,0,,2012,
4389,CO,Pueblo Airport Generating Station,56998,GT3,0,L,GT,NG,100,0,0,0,,2014,
4390,CO,Rawhide,6761,1,1,OP,ST,SUB,293.6,0.823112239,2116992,0,F923ST,1984,
4391,CO,Rawhide,6761,A,0,OP,GT,NG,89.3,0,0,0,,2002,
4392,CO,Rawhide,6761,B,0,OP,GT,NG,89.3,0,0,0,,2002,
4393,CO,Rawhide,6761,C,0,OP,GT,NG,89.3,0,0,0,,2002,
4394,CO,Rawhide,6761,D,0,OP,GT,NG,89.3,0,0,0,,2004,
4395,CO,Rawhide,6761,F,0,OP,GT,NG,149.6,0,0,0,,2008,
4396,CO,Ray D Nixon,8219,1,1,OP,ST,SUB,207,0.820269451,1487411,0,F923ST,1980,
4397,CO,Ray D Nixon,8219,GT1,0,OP,GT,NG,35.8,0,0,0,,1999,
4398,CO,Ray D Nixon,8219,GT2,0,OP,GT,NG,35.8,0,0,0,,1999,
4399,CO,Redlands Water & Power,50267,RED1,0,OP,HY,WAT,1.4,0.535469667,6567,0,F923NONK,1931,
4400,CO,Ridge Crest Wind Partners,55741,A1,0,OP,WT,WND,29.7,0.287479052,74794,0,F923NONK,2001,
4401,CO,Rifle Generating Station,10755,GT2,0,OP,CT,NG,15.3,0,0,0,,1987,
4402,CO,Rifle Generating Station,10755,GT3,0,OP,CT,NG,15,0,0,0,,1987,
4403,CO,Rifle Generating Station,10755,GT4,0,OP,CT,NG,39,0,0,0,,1987,
4404,CO,Rifle Generating Station,10755,ST1,3,OP,CA,NG,39,0.021136284,7221,0,F923ST,1987,
4405,CO,Rocky Ford,6516,IC1,0,OP,IC,DFO,2,0,0,0,,1964,
4406,CO,Rocky Ford,6516,IC2,0,OP,IC,DFO,2,0,0,0,,1964,
4407,CO,Rocky Ford,6516,IC3,0,OP,IC,DFO,2,0,0,0,,1964,
4408,CO,Rocky Ford,6516,IC4,0,OP,IC,DFO,2,0,0,0,,1964,
4409,CO,Rocky Ford,6516,IC5,0,OP,IC,DFO,2,0,0,0,,1964,
4410,CO,Rocky Mountain Energy Center,55835,CTG1,0,OP,CT,NG,175.1,0,0,0,,2004,
4411,CO,Rocky Mountain Energy Center,55835,CTG2,0,OP,CT,NG,175.1,0,0,0,,2004,
4412,CO,Rocky Mountain Energy Center,55835,STG1,2,OP,CA,NG,334.9,0.342277938,1004149,0,F923ST,2004,
4413,CO,Ruedi,7458,1,0,OP,HY,WAT,5,0.293926941,12874,0,F923NONK,1985,
4414,CO,Ruxton Park,495,1,0,OP,HY,WAT,1.2,0.035863775,377,0,F923NONK,1925,
4415,CO,RV CSU Power II LLC,57507,CSUII,0,OP,PV,SUN,3,0.193417047,5083,0,F923NONK,2010,
4416,CO,RV CSU Power LLC,57141,CSU1,0,OP,PV,SUN,1.9,0.211487623,3520,0,F923NONK,2009,
4417,CO,Salida,474,1,0,OP,HY,WAT,0.8,0,0,0,,1929,
4418,CO,Salida,474,2,0,OP,HY,WAT,0.6,0,0,0,,1908,
4419,CO,San Luis Valley Solar Ranch,57317,1,0,OP,PV,SUN,35,0.252902805,77540,0,F923NONK,2011,
4420,CO,SECC,7730,1,0,SB,IC,DFO,1.5,0,0,0,F923NONK,1998,
4421,CO,Shoshone,476,A,0,OP,HY,WAT,7.2,0,0,0,,1909,
4422,CO,Shoshone,476,B,0,OP,HY,WAT,7.2,0,0,0,,1909,
4423,CO,Spindle Hill Energy Center,56445,GEN1,0,OP,GT,NG,197,0,0,0,,2007,
4424,CO,Spindle Hill Energy Center,56445,GEN2,0,OP,GT,NG,197,0,0,0,,2007,
4425,CO,Spring Canyon,56320,1,0,OP,WT,WND,60,0.40809551,214495,0,F923NONK,2006,
4426,CO,Springfield,8100,1,0,SB,IC,DFO,1.2,0,0,0,,1965,
4427,CO,Springfield,8100,2,0,SB,IC,DFO,0.2,0,0,0,,1950,
4428,CO,Springfield,8100,IC4,0,SB,IC,DFO,0.5,0,0,0,,1950,
4429,CO,Springfield,8100,IC5,0,SB,IC,DFO,0.8,0,0,0,,1960,
4430,CO,Strontia Springs Hydro Plant,10081,GEN1,0,OP,HY,WAT,1,0,0,0,F923NONK,1986,
4431,CO,Sugarloaf Hydro Plant,50435,SUG1,0,OP,HY,WAT,2.5,0.237214612,5195,0,F923NONK,1985,
4432,CO,SunE Alamosa,56481,1,0,OP,PV,SUN,1,0,0,0,,2007,
4433,CO,SunE Alamosa,56481,2,0,OP,PV,SUN,7.2,0,0,0,,2007,
4434,CO,Tacoma,6206,1,0,OP,HY,WAT,2.3,0,0,0,,1906,
4435,CO,Tacoma,6206,2,0,OP,HY,WAT,2.3,0,0,0,,1905,
4436,CO,Tacoma,6206,3,0,RE,HY,WAT,3.5,0,0,0,,1949,
4437,CO,Taylor Draw Hydroelectric Facility,54729,COX1,0,OP,HY,WAT,2.3,0.379491761,7646,0,F923NONK,1993,
4438,CO,Tesla,7233,1,0,OP,HY,WAT,27.6,0.372733439,90118,0,F923NONK,1997,
4439,CO,Thermo Greeley,50709,GEN1,0,OA,GT,NG,37,0,0,0,F923NONK,1996,
4440,CO,Thermo Power & Electric,50676,GEN1,0,OP,CT,NG,47.2,0,0,0,,1988,
4441,CO,Thermo Power & Electric,50676,GEN2,0,OP,CT,NG,47.2,0,0,0,,1988,
4442,CO,Thermo Power & Electric,50676,GEN3,1,OP,CA,NG,16.4,0.074820414,10749,0,F923ST,1988,
4443,CO,Towaoc,7373,1,0,OP,HY,WAT,11.4,0.162641192,16242,0,F923NONK,1993,
4444,CO,Trinidad,511,1,0,OS,ST,BIT,3.7,0,0,0,,1950,
4445,CO,Trinidad,511,3,0,SB,IC,NG,1.9,0,0,0,,1966,
4446,CO,Trinidad,511,4,0,SB,IC,NG,1.9,0,0,0,,1966,
4447,CO,Trinidad,511,5,0,OP,IC,DFO,1.8,0,0,0,,1999,
4448,CO,Trinidad,511,6,0,OP,IC,DFO,1.8,0,0,0,,1999,
4449,CO,Trinidad,511,7,0,OP,IC,DFO,1.8,0,0,0,,1999,
4450,CO,Twin Buttes Wind Project,56460,WT1,0,OP,WT,WND,75,0.401821918,263997,0,F923NONK,2007,
4451,CO,University of Colorado,54372,GT1,0,OP,CT,NG,16,0,0,0,,1992,
4452,CO,University of Colorado,54372,GT2,0,OP,CT,NG,16,0,0,0,,1992,
4453,CO,University of Colorado,54372,ST1,0,OP,CA,NG,1,0.064555936,565.5,0,F923NONK,1992,
4454,CO,Upper Molina,521,1,0,OP,HY,WAT,8.6,0.249508867,18797,0,F923NONK,1962,
4455,CO,Vallecito Hydroelectric,50206,GEN1,0,OP,HY,WAT,0.8,0,0,0,,1989,
4456,CO,Vallecito Hydroelectric,50206,GEN2,0,OP,HY,WAT,2.5,0,0,0,,1989,
4457,CO,Vallecito Hydroelectric,50206,GEN3,0,OP,HY,WAT,2.5,0,0,0,,1989,
4458,CO,Valmont,477,5,1,OP,ST,BIT,191.7,0.601016976,1009283,0,F923ST,1964,
4459,CO,Valmont,477,6,0,OP,GT,NG,59.3,0.004183126,2173,0,F923NONK,1973,
4460,CO,Valmont Combustion Turbine Project,55207,UN7,0,OP,GT,NG,71.1,0,0,0,,2000,
4461,CO,Valmont Combustion Turbine Project,55207,UN8,0,OP,GT,NG,71.1,0,0,0,,2001,
4462,CO,"Vestas Towers America, Inc.",57643,V100,0,OP,WT,WND,1.8,0,0,0,,2010,
4463,CO,"Vestas Towers America, Inc.",57643,V112,0,IP,WT,WND,3,0,0,0,,,
4464,CO,W N Clark,462,1,1,OP,ST,BIT,18.7,0.526799014,86296,0,F923ST,1955,
4465,CO,W N Clark,462,2,1,OP,ST,BIT,25,0.627173516,137351,0,F923ST,1959,
4466,CO,Western Sugar Coop- Ft Morgan,58081,ATB-2,0,OP,ST,SUB,3,0.316800228,8325.5,0,F923NONK,1947,
4467,CO,Williams Fork Hydro Plant,10422,GEN1,0,OP,HY,WAT,3,0,0,0,,1959,
4468,CO,Williams Fork Hydro Plant,10422,GEN2,0,OP,HY,WAT,0.5,0,0,0,,2012,
4469,CO,Williams Ignacio Natural Gas Plant,50205,7101,0,OP,ST,WH,6.1,0.835934576,44669,0,F923NONK,1984,
4470,CO,WWRF Solar Plant,56922,EAST,0,OP,PV,SUN,0.5,0,0,0,,2009,
4471,CO,WWRF Solar Plant,56922,WEST,0,OP,PV,SUN,1.2,0,0,0,,2009,
4472,CO,Yuma,524,1,0,OP,IC,DFO,0.1,0,0,0,,1937,
4473,CO,Yuma,524,2,0,OP,IC,DFO,0.1,0,0,0,,1937,
4474,CO,Yuma,524,3,0,OS,IC,DFO,0.3,0,0,0,,1938,
4475,CO,Yuma,524,4,0,OP,IC,DFO,0.5,0,0,0,,1948,
4476,CO,Zuni,478,1,2,RE,ST,NG,40.2,0,0,0,,1948,
4477,CO,Zuni,478,2,3,OP,ST,NG,75,0.000940639,618,0,F923ST,1954,
4478,CT,A L Pierce,6635,1,0,RE,ST,DFO,7.5,0,0,0,,1953,
4479,CT,A L Pierce,6635,2,0,RE,ST,DFO,7.5,0,0,0,,1953,
4480,CT,A L Pierce,6635,3,0,RE,ST,DFO,7.5,0,0,0,,1953,
4481,CT,A L Pierce,6635,4,0,OP,GT,NG,84,0.008980213,6608,0,F923NONK,2007,
4482,CT,AES Thames,10675,GEN1,2,RE,ST,BIT,213.9,0,0,0,,1989,
4483,CT,Algonquin Windsor Locks,10567,GTG,0,OP,CT,NG,40,0,0,0,,1990,
4484,CT,Algonquin Windsor Locks,10567,GTG2,0,OP,CT,NG,15,0,0,0,,2012,
4485,CT,Algonquin Windsor Locks,10567,STG,1,OP,CA,NG,16,0.283504566,39736,0,F923ST,1990,
4486,CT,Bradley Energy Center,58327,UNIT1,0,OP,IC,NG,1.5,0,0,0,,2002,
4487,CT,Bradley Energy Center,58327,UNIT2,0,OP,IC,NG,1.2,0,0,0,,2002,
4488,CT,Bradley Energy Center,58327,UNIT3,0,OP,IC,NG,1.2,0,0,0,,2002,
4489,CT,Bradley Energy Center,58327,UNIT4,0,OP,IC,NG,1.9,0,0,0,,2010,
4490,CT,Branford,540,UN10,0,OP,GT,KER,21.8,0.001141553,218,0,F923NONK,1967,
4491,CT,Bridge Street 1 & 2,57598,BS1,0,OP,IC,DFO,2.5,0,0,0,,2010,
4492,CT,Bridge Street 1 & 2,57598,BS2,0,OP,IC,DFO,2.5,0,0,0,,2010,
4493,CT,Bridgeport Energy Project,55042,GEN1,0,OP,CT,NG,170,0,0,0,,1998,
4494,CT,Bridgeport Energy Project,55042,GEN2,0,OP,CT,NG,170,0,0,0,,1998,
