eGRID2012 file generator sequence number,Plant state abbreviation,Plant name,DOE/EIA ORIS plant or facility code,Generator ID,Number of associated boilers,Generator status,Generator prime mover type,Generator primary fuel,Generator nameplate capacity (MW),Generator capacity factor,Generator annual net generation (MWh),Generator ozone season net generation (MWh),Generation data source,Generator year on-line,Notes
15810,NY,Monroe Livingston Gas Recovery,50565,GEN1,0,OP,IC,LFG,0.8,0,0,0,,1988,
15811,NY,Monroe Livingston Gas Recovery,50565,GEN2,0,OP,IC,LFG,0.8,0,0,0,,1988,
15812,NY,Monroe Livingston Gas Recovery,50565,GEN3,0,RE,IC,LFG,0.8,0,0,0,,1988,
15813,NY,Montauk,2515,2,0,OP,IC,DFO,2,0,0,0,,1962,
15814,NY,Montauk,2515,3,0,OP,IC,DFO,2,0,0,0,,1965,
15815,NY,Montauk,2515,4,0,OP,IC,DFO,2,0,0,0,,1965,
15816,NY,Montefieor Medical Center Moses Division,58507,ES006,1,OP,GT,NG,3.5,0,0,0,,2002,
15817,NY,Montefieor Medical Center Moses Division,58507,S0001,0,OP,IC,NG,1.6,0,0,0,,1994,
15818,NY,Montefieor Medical Center Moses Division,58507,S0002,0,OP,IC,NG,1.6,0,0,0,,1994,
15819,NY,Montefieor Medical Center Moses Division,58507,S0003,0,OP,IC,NG,1.6,0,0,0,,1994,
15820,NY,Moose River,10196,GEN1,0,OP,HY,WAT,12.6,0.029091469,3211,0,F923NONK,1987,
15821,NY,Moshier,2588,1,0,OP,HY,WAT,4,0,0,0,,1929,
15822,NY,Moshier,2588,2,0,OP,HY,WAT,4,0,0,0,,1929,
15823,NY,Mt Ida Hydroelectric,50031,3983,0,OP,HY,WAT,1.5,0,0,0,,1992,
15824,NY,Mt Ida Hydroelectric,50031,3986,0,OP,HY,WAT,1.5,0,0,0,,1992,
15825,NY,Munnsville Wind Farm LLC,56594,MU1,0,OP,WT,WND,34.5,0.28038515,84738,0,F923NONK,2007,
15826,NY,Narrows Gas Turbines Generating,2499,NT11,0,OP,GT,NG,22,0,0,0,,1972,
15827,NY,Narrows Gas Turbines Generating,2499,NT12,0,OP,GT,NG,22,0,0,0,,1972,
15828,NY,Narrows Gas Turbines Generating,2499,NT13,0,OP,GT,NG,22,0,0,0,,1972,
15829,NY,Narrows Gas Turbines Generating,2499,NT14,0,OP,GT,NG,22,0,0,0,,1972,
15830,NY,Narrows Gas Turbines Generating,2499,NT15,0,OP,GT,NG,22,0,0,0,,1972,
15831,NY,Narrows Gas Turbines Generating,2499,NT16,0,OP,GT,NG,22,0,0,0,,1972,
15832,NY,Narrows Gas Turbines Generating,2499,NT17,0,OP,GT,NG,22,0,0,0,,1972,
15833,NY,Narrows Gas Turbines Generating,2499,NT18,0,OP,GT,NG,22,0,0,0,,1972,
15834,NY,Narrows Gas Turbines Generating,2499,NT21,0,OP,GT,NG,22,0,0,0,,1972,
15835,NY,Narrows Gas Turbines Generating,2499,NT22,0,OP,GT,NG,22,0,0,0,,1972,
15836,NY,Narrows Gas Turbines Generating,2499,NT23,0,OP,GT,NG,22,0,0,0,,1972,
15837,NY,Narrows Gas Turbines Generating,2499,NT24,0,OP,GT,NG,22,0,0,0,,1972,
15838,NY,Narrows Gas Turbines Generating,2499,NT25,0,OP,GT,NG,22,0,0,0,,1972,
15839,NY,Narrows Gas Turbines Generating,2499,NT26,0,OP,GT,NG,22,0,0,0,,1972,
15840,NY,Narrows Gas Turbines Generating,2499,NT27,0,OP,GT,NG,22,0,0,0,,1972,
15841,NY,Narrows Gas Turbines Generating,2499,NT28,0,OP,GT,NG,22,0,0,0,,1972,
15842,NY,Nassau Energy Corp,52056,GT1,0,OP,CT,NG,43,0.806353072,303737.1,0,F923NONK,1991,
15843,NY,Nassau Energy Corp,52056,ST1,1,OP,CA,NG,12,0.72266933,75967,0,F923ST,1991,
15844,NY,Neversink,2483,H1,0,OP,HY,WAT,25,0.117753425,25788,0,F923NONK,1953,
15845,NY,New York Methodist Hospital,52091,3A,0,OP,IC,NG,0.9,0,0,0,,1991,
15846,NY,New York Methodist Hospital,52091,4C,0,OP,IC,NG,0.9,0,0,0,,1991,
15847,NY,New York State Dam Hydro,10221,GEN1,0,OP,HY,WAT,5.7,0,0,0,,1990,
15848,NY,New York State Dam Hydro,10221,GEN2,0,OP,HY,WAT,5.7,0,0,0,,1990,
15849,NY,New York University Central Plant,54808,D2,0,SB,IC,DFO,0.8,0,0,0,,1984,
15850,NY,New York University Central Plant,54808,D3,0,SB,IC,DFO,0.8,0,0,0,,1984,
15851,NY,New York University Central Plant,54808,D4,0,SB,IC,DFO,0.8,0,0,0,,1984,
15852,NY,New York University Central Plant,54808,D5,0,SB,IC,DFO,0.8,0,0,0,,1984,
15853,NY,New York University Central Plant,54808,D6,0,SB,IC,DFO,0.8,0,0,0,,1984,
15854,NY,New York University Central Plant,54808,D7,0,SB,IC,DFO,0.8,0,0,0,,1984,
15855,NY,New York University Central Plant,54808,DI,0,SB,IC,DFO,0.8,0,0,0,,1984,
15856,NY,New York University Central Plant,54808,GT1,0,OP,CT,NG,5.5,0,0,0,,2010,
15857,NY,New York University Central Plant,54808,GT2,0,OP,CT,NG,5.5,0,0,0,,2010,
15858,NY,New York University Central Plant,54808,T1,1,OP,CA,NG,2.4,0.130136986,2736,0,F923ST,1984,
15859,NY,Newport Hydro,50354,1,0,OP,HY,WAT,0.8,0,0,0,,1987,
15860,NY,Newport Hydro,50354,2,0,OP,HY,WAT,0.8,0,0,0,,1987,
15861,NY,Newport Hydro,50354,3,0,OP,HY,WAT,0.1,0,0,0,,1987,
15862,NY,Nine Mile Point Nuclear Station,2589,1,1,OP,ST,NUC,641.8,0.856932593,4817819,0,F923NK,1969,
15863,NY,Nine Mile Point Nuclear Station,2589,2,1,OP,ST,NUC,1259.3,0.756693851,8347444,0,F923NK,1987,
15864,NY,Noble Altona Windpark LLC,56901,1,0,OP,WT,WND,97.5,0.201916637,172457,0,F923NONK,2009,
15865,NY,Noble Bellmont Windpark LLC,56903,1,0,U,WT,WND,21,0,0,0,,2013,
15866,NY,Noble Bliss Windpark LLC,56620,1,0,OP,WT,WND,100.5,0.218720325,192557,0,F923NONK,2008,
15867,NY,Noble Chateaugay Windpark LLC,56904,1,0,OP,WT,WND,106.5,0.205533046,191750,0,F923NONK,2009,
15868,NY,Noble Clinton Windpark LLC,56618,1,0,OP,WT,WND,100.5,0.190300779,167537,0,F923NONK,2008,
15869,NY,Noble Ellenburg Windpark LLC,56619,1,0,OP,WT,WND,81,0.22233215,157758,0,F923NONK,2008,
15870,NY,Noble Wethersfield Windpark LLC,56902,1,0,OP,WT,WND,126,0.225700333,249119,0,F923NONK,2009,
15871,NY,Norfolk,2590,1,0,OP,HY,WAT,5,0.567374429,24851,0,F923NONK,1928,
15872,NY,Normanskill Hydro Project,50123,GEN1,0,OP,HY,WAT,1.2,0.187404871,1970,0,F923NONK,1983,
15873,NY,North 1st,7915,N01,0,OP,GT,NG,47,0.11843243,48761,0,F923NONK,2001,
15874,NY,Northport,2516,2,1,OP,ST,NG,387,0.145189846,492211,0,F923ST,1968,
15875,NY,Northport,2516,3,1,OP,ST,NG,387,0.295996897,1003465,0,F923ST,1972,
15876,NY,Northport,2516,4,1,OP,ST,NG,387,0.326785777,1107843,0,F923ST,1977,
15877,NY,Northport,2516,GT1,0,OP,GT,DFO,16,0.000185502,26,0,F923NONK,1967,
15878,NY,Northport,2516,ST1,1,OP,ST,NG,387,0.205636969,697134,0,F923ST,1967,
15879,NY,Norwood,2591,1,0,OP,HY,WAT,2,0.775570776,13588,0,F923NONK,1928,
15880,NY,Oak Tree Farm Dairy Facility,58221,1,0,OP,IC,DFO,0.4,0,0,0,,1985,
15881,NY,Oak Tree Farm Dairy Facility,58221,2,0,OP,IC,DFO,0.4,0,0,0,,1985,
15882,NY,Oak Tree Farm Dairy Facility,58221,3,0,OP,IC,DFO,0.4,0,0,0,,1985,
15883,NY,Oak Tree Farm Dairy Facility,58221,4,0,OP,IC,DFO,0.4,0,0,0,,1985,
15884,NY,OBP Cogen,57798,1OBP,0,OP,GT,NG,4.6,0.663018662,26717,0,F923NONK,2010,
15885,NY,Oceanside Energy,50348,GEN5,0,RE,IC,LFG,0.7,0,0,0,,1991,
15886,NY,Oceanside Energy,50348,GEN6,0,RE,IC,LFG,0.7,0,0,0,,1991,
15887,NY,Oceanside Energy,50348,OS1,0,RE,IC,LFG,0.7,0,0,0,,1990,
15888,NY,Oceanside Energy,50348,OS2,0,RE,IC,LFG,0.7,0,0,0,,1990,
15889,NY,Oceanside Energy,50348,OS3,0,OP,IC,LFG,0.7,0,0,0,,1990,
15890,NY,Oceanside Energy,50348,OS4,0,RE,IC,LFG,0.7,0,0,0,,1990,
15891,NY,Ogdensburg,52058,1,0,OP,HY,WAT,0.7,0,0,0,,1987,
15892,NY,Ogdensburg,52058,2,0,OP,HY,WAT,0.7,0,0,0,,1987,
15893,NY,Ogdensburg,52058,3,0,OP,HY,WAT,0.7,0,0,0,,1987,
15894,NY,Ogdensburg,52058,4,0,OP,HY,WAT,0.7,0,0,0,,1987,
15895,NY,Ogdensburg,52058,5,0,OP,HY,WAT,0.7,0,0,0,,1987,
15896,NY,Ogdensburg Power,10803,GEN1,0,RE,CT,NG,48.8,0,0,0,,1993,
15897,NY,Ogdensburg Power,10803,GEN2,0,RE,CT,NG,23.6,0,0,0,,1993,
15898,NY,Ogdensburg Power,10803,GEN3,1,OS,CA,NG,26.9,0,0,0,,1993,
15899,NY,Oneida Herkimer,57404,GEN1,0,OP,IC,LFG,1.6,0,0,0,,2012,
15900,NY,Oneida Herkimer,57404,GEN2,0,P,IC,LFG,1.6,0,0,0,,2013,
15901,NY,Onondaga County Resource Recovery,50662,GEN1,3,OP,ST,MSB,39.5,0.576244148,199392,0,F923ST,1994,
15902,NY,Onondaga Energy Partners LP,50346,ON1,0,RE,IC,LFG,0.7,0,0,0,,1987,
15903,NY,Ontario LFGTE,56250,GEN1,0,OP,IC,LFG,0.8,0,0,0,,2003,
15904,NY,Ontario LFGTE,56250,GEN10,0,V,IC,LFG,1.6,0,0,0,,2013,
15905,NY,Ontario LFGTE,56250,GEN11,0,V,IC,LFG,1.6,0,0,0,,2013,
15906,NY,Ontario LFGTE,56250,GEN2,0,OP,IC,LFG,0.8,0,0,0,,2003,
15907,NY,Ontario LFGTE,56250,GEN3,0,OP,IC,LFG,0.8,0,0,0,,2003,
15908,NY,Ontario LFGTE,56250,GEN4,0,OP,IC,LFG,0.8,0,0,0,,2003,
15909,NY,Ontario LFGTE,56250,GEN5,0,OP,IC,LFG,0.8,0,0,0,,2005,
15910,NY,Ontario LFGTE,56250,GEN6,0,OP,IC,LFG,0.8,0,0,0,,2005,
15911,NY,Ontario LFGTE,56250,GEN7,0,OP,IC,LFG,0.8,0,0,0,,2005,
15912,NY,Ontario LFGTE,56250,GEN8,0,OP,IC,LFG,0.8,0,0,0,,2010,
15913,NY,Ontario LFGTE,56250,GEN9,0,V,IC,LFG,1.6,0,0,0,,2013,
15914,NY,Oswego County Energy Recovery,50907,UNT1,0,OP,ST,MSB,1.8,0,0,0,,1986,
15915,NY,Oswego County Energy Recovery,50907,UNT2,0,OP,ST,MSB,1.8,0,0,0,,1986,
15916,NY,Oswego Falls East,2595,1,0,OP,HY,WAT,2,0,0,0,,1914,
15917,NY,Oswego Falls East,2595,2,0,OP,HY,WAT,2,0,0,0,,1914,
15918,NY,Oswego Falls East,2595,3,0,OP,HY,WAT,2,0,0,0,,1914,
15919,NY,Oswego Falls West,2596,3,0,RE,HY,WAT,1,0,0,0,,1914,
15920,NY,Oswego Falls West,2596,4,0,OP,HY,WAT,1,0,0,0,,1914,
15921,NY,Oswego Falls West,2596,5,0,OP,HY,WAT,1,0,0,0,,1914,
15922,NY,Oswego Harbor Power,2594,3,0,RE,ST,NG,92,0,0,0,,1948,
15923,NY,Oswego Harbor Power,2594,ST5,1,OP,ST,RFO,901.8,0.003287185,25968,0,F923ST,1975,
15924,NY,Oswego Harbor Power,2594,ST6,1,OP,ST,RFO,901.8,0.004734696,37403,0,F923ST,1979,
15925,NY,Oyster Bay Energy Partners LP,50345,OB1,0,RE,IC,LFG,0.7,0,0,0,,1986,
15926,NY,Oyster Bay Energy Partners LP,50345,OB2,0,RE,IC,LFG,0.7,0,0,0,,1986,
15927,NY,Parishville,2597,1,0,OP,HY,WAT,3,0.492161339,12934,0,F923NONK,1925,
15928,NY,Peak Power 1 Cogen,57789,GEN1,0,OP,IC,NG,2.1,0,0,0,,2010,
15929,NY,Peak Power 1 Cogen,57789,GEN2,0,OP,IC,NG,2.1,0,0,0,,2010,
15930,NY,Peak Power 1 Cogen,57789,GEN3,0,OP,IC,NG,2.1,0,0,0,,2010,
15931,NY,Philadlephia,10197,GEN1,0,OP,HY,WAT,3.6,0.269025875,8484,0,F923NONK,1986,
15932,NY,Phoenix Hydro Project,54865,2-Jan,0,OP,HY,WAT,1.7,0,0,0,,1991,
15933,NY,Phoenix Hydro Project,54865,1-Feb,0,OP,HY,WAT,1.7,0,0,0,,1991,
15934,NY,Piercefield,2598,1,0,OP,HY,WAT,1.5,0,0,0,,1957,
15935,NY,Piercefield,2598,2,0,OP,HY,WAT,0.6,0,0,0,,1924,
15936,NY,Piercefield,2598,3,0,OP,HY,WAT,0.6,0,0,0,,1924,
15937,NY,Pinelawn Power LLC,56188,CTG,0,OP,CT,NG,50,0.546577626,239401,0,F923NONK,2005,
15938,NY,Pinelawn Power LLC,56188,STG,1,OP,CA,NG,32,0.294038955,82425,0,F923ST,2005,
15939,NY,Plant No 1,2678,1,0,OP,IC,DFO,2.1,0,0,0,,1941,
15940,NY,Plant No 1,2678,2,0,OP,IC,DFO,2.9,0,0,0,,1949,
15941,NY,Plant No 1,2678,3,0,OP,IC,DFO,3.1,0,0,0,,1954,
15942,NY,Plant No 1,2678,4,0,OP,IC,DFO,5.1,0,0,0,,1964,
15943,NY,Plant No 2,2679,1,0,RE,IC,DFO,9.6,0,0,0,,1969,
15944,NY,Plant No 2,2679,2,0,RE,IC,DFO,9.6,0,0,0,,1969,
15945,NY,Plant No 2,2679,3,0,OP,GT,DFO,18.1,0,0,0,,1973,
15946,NY,Plant No 2,2679,CT5,0,OP,GT,NG,60.5,0,0,0,,2004,
15947,NY,Port Jefferson,2517,2,1,RE,ST,RFO,46,0,0,0,,1950,
15948,NY,Port Jefferson,2517,3,1,OP,ST,NG,188,0.07386877,121653,0,F923ST,1958,
15949,NY,Port Jefferson,2517,4,1,OP,ST,NG,188,0.162147819,267038,0,F923ST,1960,
15950,NY,Port Jefferson,2517,GT1,0,OP,GT,DFO,16,0,0,0,,1966,
15951,NY,Port Jefferson,2517,GT2,0,OP,GT,NG,53,0,0,0,,2002,
15952,NY,Port Jefferson,2517,GT3,0,OP,GT,NG,53,0,0,0,,2002,
15953,NY,Port Jefferson,2517,ST1,1,RE,ST,RFO,46,0,0,0,,1948,
15954,NY,Port Leyden Hydroelectric Project,10817,GEN1,0,OP,HY,WAT,0.5,0,0,0,,1985,
15955,NY,Port Leyden Hydroelectric Project,10817,GEN2,0,OP,HY,WAT,0.5,0,0,0,,1985,
15956,NY,Pouch,8053,N01,0,OP,GT,NG,47,0.235225396,96847,0,F923NONK,2001,
15957,NY,Prospect,2599,1,0,OP,HY,WAT,19,0.37802211,62918,0,F923NONK,1959,
15958,NY,Pyrites Plant,10547,GEN1,0,OP,HY,WAT,1.2,0,0,0,,1949,
15959,NY,Pyrites Plant,10547,GEN2,0,OP,HY,WAT,3.5,0,0,0,,1985,
15960,NY,Pyrites Plant,10547,GEN3,0,OP,HY,WAT,3.5,0,0,0,,1985,
15961,NY,R E Ginna Nuclear Power Plant,6122,1,1,OP,ST,NUC,614,0.855554378,4601719,0,F923NK,1970,
15962,NY,Rainbow Falls,2600,1,0,OP,HY,WAT,25,0.389356164,85269,0,F923NONK,1956,
15963,NY,Rainbow Falls,6526,1,0,OA,HY,WAT,1.3,0,0,0,,1926,
15964,NY,Rainbow Falls,6526,2,0,OA,HY,WAT,1.3,0,0,0,,1927,
15965,NY,Ravenswood,2500,1,1,OP,ST,NG,400,0.261482591,916235,0,F923ST,1963,
15966,NY,Ravenswood,2500,2,1,OP,ST,NG,400,0.259096176,907873,0,F923ST,1963,
15967,NY,Ravenswood,2500,3,1,OP,ST,NG,1027,0.117385278,1056059,0,F923ST,1965,
15968,NY,Ravenswood,2500,4,0,OP,CT,NG,170,0.689147842,1026279,0,F923NONK,2003,
15969,NY,Ravenswood,2500,4S,1,OP,CA,NG,80,0.591010274,414180,0,F923ST,2003,
15970,NY,Ravenswood,2500,GT1,0,SB,GT,NG,18.6,0,0,0,,1967,
15971,NY,Ravenswood,2500,GT10,0,SB,GT,NG,25,0,0,0,,1969,
15972,NY,Ravenswood,2500,GT11,0,SB,GT,NG,25,0,0,0,,1969,
15973,NY,Ravenswood,2500,GT21,0,SB,GT,NG,42.9,0,0,0,,1969,
15974,NY,Ravenswood,2500,GT22,0,SB,GT,NG,42.9,0,0,0,,1969,
15975,NY,Ravenswood,2500,GT23,0,SB,GT,NG,42.9,0,0,0,,1969,
15976,NY,Ravenswood,2500,GT24,0,SB,GT,NG,42.9,0,0,0,,1969,
15977,NY,Ravenswood,2500,GT31,0,SB,GT,NG,42.9,0,0,0,,1969,
15978,NY,Ravenswood,2500,GT32,0,SB,GT,NG,42.9,0,0,0,,1969,
15979,NY,Ravenswood,2500,GT33,0,SB,GT,NG,42.9,0,0,0,,1969,
15980,NY,Ravenswood,2500,GT34,0,OS,GT,NG,42.9,0,0,0,,1969,
15981,NY,Ravenswood,2500,GT4,0,SB,GT,NG,21.1,0,0,0,,1969,
15982,NY,Ravenswood,2500,GT5,0,SB,GT,NG,21.1,0,0,0,,1969,
15983,NY,Ravenswood,2500,GT6,0,SB,GT,NG,22,0,0,0,,1969,
15984,NY,Ravenswood,2500,GT7,0,SB,GT,NG,22,0,0,0,,1969,
15985,NY,Ravenswood,2500,GT8,0,OS,GT,NG,25,0,0,0,,1969,
15986,NY,Ravenswood,2500,GT9,0,SB,GT,NG,25,0,0,0,,1969,
15987,NY,Raymondville,2601,1,0,OP,HY,WAT,2,0.743835616,13032,0,F923NONK,1928,
15988,NY,"RED-Rochester, LLC",10025,11TG,2,RE,ST,BIT,6.3,0,0,0,,1937,
15989,NY,"RED-Rochester, LLC",10025,12TG,0,RE,ST,BIT,6.3,0,0,0,,1941,
15990,NY,"RED-Rochester, LLC",10025,13TG,2,RE,ST,BIT,10.4,0,0,0,,1948,
15991,NY,"RED-Rochester, LLC",10025,14TG,2,RE,ST,BIT,10.4,0,0,0,,1948,
15992,NY,"RED-Rochester, LLC",10025,15TG,1,RE,ST,BIT,17.5,0,0,0,,1956,
15993,NY,"RED-Rochester, LLC",10025,16TG,1,RE,ST,RFO,25.6,0,0,0,,1972,
15994,NY,"RED-Rochester, LLC",10025,17TG,8,OP,ST,BIT,15,0.350616438,46071,0,F923ST,1968,
15995,NY,"RED-Rochester, LLC",10025,22TG,0,OP,ST,BIT,12.5,0,0,0,,1954,
15996,NY,"RED-Rochester, LLC",10025,41TG,4,OP,ST,BIT,25.6,0.208649936,46791,0,F923ST,1964,
15997,NY,"RED-Rochester, LLC",10025,42TG,4,OP,ST,BIT,25.6,0.103225778,23149,0,F923ST,1967,
15998,NY,"RED-Rochester, LLC",10025,43TG,4,OP,ST,BIT,25.6,0.404800763,90779,0,F923ST,1969,
15999,NY,"RED-Rochester, LLC",10025,44TG,4,OP,ST,BIT,25.6,0.619595462,138948,0,F923ST,1987,
16000,NY,"RED-Rochester, LLC",10025,KPR1,0,OP,HY,WAT,0.4,0,0,0,F923NONK,1957,
16001,NY,ReEnergy Biomass LLC,54526,STG,1,OP,ST,WDS,21.1,0.851695557,157424,0,F923ST,1992,
16002,NY,ReEnergy Chateaugay Power Station,50277,GEN1,1,OP,ST,WDS,19.7,0.205850312,35524,0,F923ST,1993,
16003,NY,Rensselaer Cogen,54034,GEN1,0,OP,CT,NG,57.9,0.091414894,46366,0,F923NONK,1994,
16004,NY,Rensselaer Cogen,54034,GEN2,1,OP,CA,NG,39,0.06911076,23611,0,F923ST,1994,
16005,NY,Richard M Flynn,7314,NA1,0,OP,CT,NG,108,0.865993366,819299,0,F923NONK,1994,
16006,NY,Richard M Flynn,7314,NA2,1,OP,CA,NG,56,0.822598663,403534,0,F923ST,1994,
16007,NY,Rio,2631,RIO,0,OP,HY,WAT,10,0.158938356,13923,0,F923NONK,1927,
16008,NY,Ripley Westfield Wind LLC,57193,WTG,0,L,WT,WND,75,0,0,0,,2015,
16009,NY,Riverbay,52168,GEN1,0,RE,ST,RFO,6,0,0,0,,1969,
16010,NY,Riverbay,52168,GEN2,3,OP,CA,NG,16,0.347246005,48670,0,F923ST,2011,
16011,NY,Riverbay,52168,GEN3,0,OP,CT,NG,12.9,0,0,0,,2011,
16012,NY,Riverbay,52168,GEN4,0,OP,CT,NG,12.9,0,0,0,,2011,
16013,NY,Riverbay,52168,U0007,0,SB,IC,DFO,1.7,0,0,0,F923NONK,2011,
16014,NY,Robert Moses Niagara,2693,1,0,OP,HY,WAT,193.5,0,0,0,,1961,
16015,NY,Robert Moses Niagara,2693,10,0,OP,HY,WAT,193.5,0,0,0,,1961,
16016,NY,Robert Moses Niagara,2693,11,0,OP,HY,WAT,193.5,0,0,0,,1962,
16017,NY,Robert Moses Niagara,2693,12,0,OP,HY,WAT,193.5,0,0,0,,1962,
16018,NY,Robert Moses Niagara,2693,13,0,OP,HY,WAT,193.5,0,0,0,,1962,
16019,NY,Robert Moses Niagara,2693,2,0,OP,HY,WAT,193.5,0,0,0,,1962,
16020,NY,Robert Moses Niagara,2693,3,0,OP,HY,WAT,193.5,0,0,0,,1961,
16021,NY,Robert Moses Niagara,2693,4,0,OP,HY,WAT,193.5,0,0,0,,1961,
16022,NY,Robert Moses Niagara,2693,5,0,OP,HY,WAT,193.5,0,0,0,,1961,
16023,NY,Robert Moses Niagara,2693,6,0,OP,HY,WAT,193.5,0,0,0,,1961,
16024,NY,Robert Moses Niagara,2693,7,0,OP,HY,WAT,193.5,0,0,0,,1961,
16025,NY,Robert Moses Niagara,2693,8,0,OP,HY,WAT,150.3,0,0,0,,1961,
16026,NY,Robert Moses Niagara,2693,9,0,OP,HY,WAT,150.3,0,0,0,,1961,
16027,NY,Robert Moses Power Dam,2694,17,0,OP,HY,WAT,57,0,0,0,,1959,
16028,NY,Robert Moses Power Dam,2694,18,0,OP,HY,WAT,57,0,0,0,,1959,
16029,NY,Robert Moses Power Dam,2694,19,0,OP,HY,WAT,57,0,0,0,,1959,
16030,NY,Robert Moses Power Dam,2694,20,0,OP,HY,WAT,57,0,0,0,,1959,
16031,NY,Robert Moses Power Dam,2694,21,0,OP,HY,WAT,57,0,0,0,,1959,
16032,NY,Robert Moses Power Dam,2694,22,0,OP,HY,WAT,57,0,0,0,,1959,
16033,NY,Robert Moses Power Dam,2694,23,0,OP,HY,WAT,57,0,0,0,,1959,
16034,NY,Robert Moses Power Dam,2694,24,0,OP,HY,WAT,57,0,0,0,,1958,
16035,NY,Robert Moses Power Dam,2694,25,0,OP,HY,WAT,57,0,0,0,,1958,
16036,NY,Robert Moses Power Dam,2694,26,0,OP,HY,WAT,57,0,0,0,,1958,
16037,NY,Robert Moses Power Dam,2694,27,0,OP,HY,WAT,57,0,0,0,,1958,
16038,NY,Robert Moses Power Dam,2694,28,0,OP,HY,WAT,57,0,0,0,,1958,
16039,NY,Robert Moses Power Dam,2694,29,0,OP,HY,WAT,57,0,0,0,,1958,
16040,NY,Robert Moses Power Dam,2694,30,0,OP,HY,WAT,57,0,0,0,,1958,
16041,NY,Robert Moses Power Dam,2694,31,0,OP,HY,WAT,57,0,0,0,,1958,
16042,NY,Robert Moses Power Dam,2694,32,0,OP,HY,WAT,57,0,0,0,,1958,
16043,NY,Rochester 2,2639,1,0,OP,HY,WAT,8.5,0.539242546,40152,0,F923NONK,1960,
16044,NY,Rochester 26,2638,1,0,OP,HY,WAT,3,0,0,0,F923NONK,1952,
16045,NY,Rochester 3,2640,13,0,RE,GT,DFO,19,0,0,0,,1969,
16046,NY,Rochester 5,2641,2,0,OA,HY,WAT,12.8,0,0,0,,1918,
16047,NY,Rochester 5,2641,HY1,0,OA,HY,WAT,12.8,0,0,0,,1918,
16048,NY,Rochester 5,2641,HY3,0,OA,HY,WAT,18,0,0,0,,1927,
16049,NY,Rochester 7,2642,1,1,RE,ST,BIT,46,0,0,0,,1948,
16050,NY,Rochester 7,2642,2,1,RE,ST,BIT,62.5,0,0,0,,1950,
16051,NY,Rochester 7,2642,3,1,RE,ST,BIT,62.5,0,0,0,,1953,
16052,NY,Rochester 7,2642,4,1,RE,ST,BIT,81.6,0,0,0,,1957,
16053,NY,Rochester 9,2644,2,0,OP,GT,NG,19,0.02394857,3986,0,F923NONK,1969,
16054,NY,Roseton Generating Facility,8006,1,1,OP,ST,NG,621,0.041527144,225906,0,F923ST,1974,
16055,NY,Roseton Generating Facility,8006,2,1,OP,ST,NG,621,0.036721594,199764,0,F923ST,1974,
16056,NY,S A Carlson,2682,5,5,OP,ST,NG,24.5,0.116904296,25090,0,F923ST,1951,
16057,NY,S A Carlson,2682,6,5,OP,ST,NG,24.5,0.138379461,29699,0,F923ST,1968,
16058,NY,S A Carlson,2682,7,0,OP,GT,NG,47.3,0.42630108,176637,0,F923NONK,2001,
16059,NY,Saranac Facility,54574,GEN1,0,OP,CT,NG,95.2,0,0,0,,1994,
16060,NY,Saranac Facility,54574,GEN2,0,OP,CT,NG,95.2,0,0,0,,1994,
16061,NY,Saranac Facility,54574,GEN3,2,OP,CA,NG,95.2,0.184108918,153538,0,F923ST,1994,
16062,NY,Schaghticoke,2606,1,0,OP,HY,WAT,4,0,0,0,,1908,
16063,NY,Schaghticoke,2606,2,0,OP,HY,WAT,4,0,0,0,,1908,
16064,NY,Schaghticoke,2606,3,0,OP,HY,WAT,4,0,0,0,,1908,
16065,NY,Schaghticoke,2606,4,0,OP,HY,WAT,4,0,0,0,,1908,
16066,NY,School Street,2605,1,0,OP,HY,WAT,8,0,0,0,,1915,
16067,NY,School Street,2605,2,0,OP,HY,WAT,7,0,0,0,,1915,
16068,NY,School Street,2605,3,0,OP,HY,WAT,7,0,0,0,,1915,
16069,NY,School Street,2605,4,0,OP,HY,WAT,7,0,0,0,,1922,
16070,NY,School Street,2605,5,0,OP,HY,WAT,13,0,0,0,,1924,
16071,NY,Schuylerville,2607,1,0,OP,HY,WAT,2,0.370890411,6498,0,F923NONK,1919,
16072,NY,Selkirk Cogen,10725,GEN1,0,OP,CT,NG,95.2,0,0,0,,1992,
16073,NY,Selkirk Cogen,10725,GEN2,0,SB,CA,NG,12,0,0,0,,1992,
16074,NY,Selkirk Cogen,10725,GEN3,0,OP,CT,NG,95.2,0,0,0,,1994,
16075,NY,Selkirk Cogen,10725,GEN4,0,OP,CT,NG,95.2,0,0,0,,1994,
16076,NY,Selkirk Cogen,10725,GEN5,3,OP,CA,NG,148.4,0.353994357,460187,0,F923ST,1994,
16077,NY,Seneca Energy,54782,GE10,0,OP,IC,LFG,0.8,0,0,0,,1998,
16078,NY,Seneca Energy,54782,GE11,0,OP,IC,LFG,0.8,0,0,0,,1998,
16079,NY,Seneca Energy,54782,GE12,0,OP,IC,LFG,0.8,0,0,0,,1998,
16080,NY,Seneca Energy,54782,GE13,0,OP,IC,LFG,0.8,0,0,0,,1998,
16081,NY,Seneca Energy,54782,GE14,0,OP,IC,LFG,0.8,0,0,0,,1998,
16082,NY,Seneca Energy,54782,GE15,0,OP,IC,LFG,1.6,0,0,0,,2007,
16083,NY,Seneca Energy,54782,GE16,0,OP,IC,LFG,1.6,0,0,0,,2007,
